424479	R -3 H	(Rh Tb6) Br12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424443	R -3 H	(Fe Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424442	R -3 H	(Co Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424445	R -3 H	(Ni Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424448	R -3 H	(Ru Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424447	R -3 H	(Rh Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424446	R -3 H	(Pt Tb6) I12 Tb	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424449	R -3 H	(Co Dy6) I12 Dy	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424450	R -3 H	(Ru Dy6) I12 Dy	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424451	R -3 H	(Co Ho6) Br12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424452	R -3 H	(Ni Ho6) Br12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424453	R -3 H	(Co Ho6) I12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424536	R -3 H	(Ni Ho6) I12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424454	R -3 H	(Os Ho6) I12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424537	R -3 H	(Pt Ho6) I12 Ho	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424469	R -3 H	(Fe Y6) I12 Y	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424431	R -3 H	(Fe Er6) I12 Er	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424430	R -3 H	(Co Er6) I12 Er	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424432	R -3 H	(Ir Er6) I12 Er	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424476	R -3 H	(Co Sc6) Cl12 Sc	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424477	R -3 H	(Ni Sc6) Cl12 Sc	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424474	R -3 H	(Co Sc6) Br12 Sc	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424475	R -3 H	(Ni Sc6) Br12 Sc	NaLa6OsI12	The prolific {Z R6} X12 R and {Z R6} X10 structure types with isolated endohedrally stabilized (Z) rare-earth metal (R) cluster halide (X) complexes	Rustige, C.;  Bruehmann, M.;  Steinberg, S.;  Meyer, E.;  Daub, K.;  Zimmermann, S.;  Wolberg, M.;  Mudring, A.V.;  Meyer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p1922-p1931
424366	A m m 2	Ca5 Ge8 Ni17		Ca5 Ni17 Ge8 - a complex intermetallic compound combining various structure motifs of alkaline-earth nickel germanides	Hlukhyy, V.;  Siggelkow, L.;  Faessler, T.F.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2012) 638, (12-13) p2029-p2034
263121	P m -3 m	Ni1.88 Sn2.15 Zn1.10		Ni2 Sn2 Zn from single-crystal X-ray diffraction	Schmetterer, C.;  Rajamohan, D.;  Effenberger, H.S.;  Flandorfer, H.	Acta Crystallographica, Section C: Crystal Structure Communications (2012) 68, (10) pi65-pi67
422044	P m -3 m	Ni1.63 Sn2.19 Zn1.31		Ni2 Sn2 Zn from single-crystal X-ray diffraction	Schmetterer, C.;  Rajamohan, D.;  Effenberger, H.S.;  Flandorfer, H.	Acta Crystallographica, Section C: Crystal Structure Communications (2012) 68, (10) pi65-pi67
424704	P 63/m m c	Cu Li7.31 Si3		Copper silicides with the highest lithium content: Li7 Cu Si2 containing the 16-electron group [Cu Si2]7- and Li7.3 Cu Si3 with heterographene nets infinite (2)[Cu Si](3.3-)	Slabon, A.;  Budnyk, S.;  Cuervo-Reyes, E.;  Woerle, M.;  Mensing, C.;  Nesper, R.	Angewandte Chemie. International Edition (2012) 51, (46) p11594-p11596
424705	P n m a	Cu Li7 Si2		Copper silicides with the highest lithium content: Li7 Cu Si2 containing the 16-electron group [Cu Si2]7- and Li7.3 Cu Si3 with heterographene nets infinite (2)[Cu Si](3.3-)	Slabon, A.;  Budnyk, S.;  Cuervo-Reyes, E.;  Woerle, M.;  Mensing, C.;  Nesper, R.	Angewandte Chemie. International Edition (2012) 51, (46) p11594-p11596
424815	P m m n Z	Ge9 Ir13 Sm4	Ce4Rh13Ge5	R4 Ir13 Ge9 (R = La, Ce, Pr, Nd, Sm) and R Ir3 Ge2 (R=La, Ce, Pr, Nd): crystal structures with nets of Ir atoms	Yarema, M.;  Zaremba, O.;  Gladyshevskii, R.;  Hlukhyy, V.;  Faessler, T.F.	Journal of Solid State Chemistry (2012) 196, (12) p72-p78
424816	P 6/m m m	Ge2 Ir3 La	CaCu5	R4 Ir13 Ge9 (R = La, Ce, Pr, Nd, Sm) and R Ir3 Ge2 (R=La, Ce, Pr, Nd): crystal structures with nets of Ir atoms	Yarema, M.;  Zaremba, O.;  Gladyshevskii, R.;  Hlukhyy, V.;  Faessler, T.F.	Journal of Solid State Chemistry (2012) 196, (12) p72-p78
236181	C m c m	Tb3 Co2 Ge3	Hf3Ni2Si3	Crystal structure and magnetic properties of novel Hf3 Ni2 Si3 - type R3 Co2 Ge3 compounds (R = Y, Sm, Tb - Tm)	Morozkin, A.V.;  Nirmala, R.;  Yao Jinlei;  Mozharivskyj, Y.;  Isnard, O.	Journal of Solid State Chemistry (2012) 196, (12) p93-p99
425230	I 4/m m m	Ce Rh2 Ge2	ThCr2Si2	Bismuth flux growth of Ce Rh6 Ge4 and Ce Rh2 Ge2 single crystals	Vosswinkel, Daniel;  Niehaus, Oliver;  Rodewald, Ute C.;  Poettgen, Rainer	Zeitschrift fuer Naturforschung, B: Chemical Sciences (2012) 67, (12) p1241-p1247
425231	P -6 m 2	Ce Rh6 Ge4	LiCo6P4	Bismuth flux growth of Ce Rh6 Ge4 and Ce Rh2 Ge2 single crystals	Vosswinkel, Daniel;  Niehaus, Oliver;  Rodewald, Ute C.;  Poettgen, Rainer	Zeitschrift fuer Naturforschung, B: Chemical Sciences (2012) 67, (12) p1241-p1247
425004	C 1 2/m 1	Ca3 Ag1.32 Ge2.68	NiSc3Si3	Ca3 Ag(1+x) Ge(3-x) (x = 1/3): New transition metal Zintl phase with intergrowth structure and alloying with aluminum metal	Ponou, Simeon;  Lidin, Sven	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (1) p35-p40
236282	C 1 2/m 1	Ca3 Ag1.32 Ge2.68	NiSc3Si3	Ca3 Ag(1+x) Ge(3-x) (x = 1/3): New transition metal Zintl phase with intergrowth structure and alloying with aluminum metal	Ponou, Simeon;  Lidin, Sven	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (1) p35-p40
236388	I m m m	Sc3 Co C4		On the Control Parameters of the Quasi-One Dimensional Superconductivity in Sc3 Co C4	Eickerling, Georg;  Hauf, Christoph;  Scheidt, Ernst-Wilhelm;  Reichardt, Lena;  Schneider, Christian;  Munoz, Alfonso;  Lopez-Moreno, Sinhue;  Humberto Romero, Aldo;  Porcher, Florence;  Andre, Gilles;  Poettgen, Rainer;  Scherer, Wolfgang	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (11) p1985-p1995
236391	C 1 2/m 1	Sc3 Co C4	Sc3RhC4	On the Control Parameters of the Quasi-One Dimensional Superconductivity in Sc3 Co C4	Eickerling, Georg;  Hauf, Christoph;  Scheidt, Ernst-Wilhelm;  Reichardt, Lena;  Schneider, Christian;  Munoz, Alfonso;  Lopez-Moreno, Sinhue;  Humberto Romero, Aldo;  Porcher, Florence;  Andre, Gilles;  Poettgen, Rainer;  Scherer, Wolfgang	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (11) p1985-p1995
236393	I m m m	Sc3 Co C4	Sc3FeC4	On the Control Parameters of the Quasi-One Dimensional Superconductivity in Sc3 Co C4	Eickerling, Georg;  Hauf, Christoph;  Scheidt, Ernst-Wilhelm;  Reichardt, Lena;  Schneider, Christian;  Munoz, Alfonso;  Lopez-Moreno, Sinhue;  Humberto Romero, Aldo;  Porcher, Florence;  Andre, Gilles;  Poettgen, Rainer;  Scherer, Wolfgang	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (11) p1985-p1995
414430	C m c m	Bi6.90 Br5 Ni2		Bi(7-delta) Ni2 Br5 (delta = 1/9) - ein quasi-eindimensionales Metall mit modulierter Kristallstruktur	Wahl, B.U.;  Doert, T.;  Soehnel, T.;  Ruck, M.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2005) 631,  p457-p467
391243	C 2 2 21	C9 Cu9 N9		Copper(I) Cyanide: A Simple Compound with a Complicated Structure and Surprising Room-Temperature Reactivity	Hibble, S.J.;  Eversfield, S.G.;  Cowley, A.R.;  Chippindale, A.M.	Angewandte Chemie. International Edition (2004) 43, (5) p628-p630
425769	C m c m	Y3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425770	C m c m	Gd3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425771	C m c m	Tb3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425772	C m c m	Dy3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425773	C m c m	Ho3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425774	C m c m	Er3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425775	C m c m	Tm3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425776	C m c m	Lu3 Ru2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
425777	C m c m	Tb3 Ir2 Ge3	Hf3Ni2Si3	Ternary rare-earth ruthenium and iridium germanides RE3M2Ge3 (RE=Y, Gd-Tm, Lu; M=Ru, Ir)	Oliynyk, Anton O.;  Stoyko, Stanislav S.;  Mar, Arthur	Journal of Solid State Chemistry (2013) 202,  p241-p249
426508	P 4/m b m	Bi39.67 Ru2 Br35		[Ru(Bi8)2]6+ - A Cluster in a Highly Disordered Crystal -Structure is the Key to the Understanding of the Coordination Chemistry of Bismuth Polycations	Groh, Matthias F.;  Isaeva, Anna;  Frey, Christoph;  Ruck, Michael	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2401-p2405
426482	P -6 m 2	La Rh6 Ge4		New Rhodium-rich Germanides RE Rh6 Ge4 (RE = Y, La, Pr, Nd, Sm-Lu)	Vosswinkel, Daniel;  Niehaus, Oliver;  Poettgen, Rainer	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2623-p2630
426483	P -6 m 2	Pr Rh6 Ge4		New Rhodium-rich Germanides RE Rh6 Ge4 (RE = Y, La, Pr, Nd, Sm-Lu)	Vosswinkel, Daniel;  Niehaus, Oliver;  Poettgen, Rainer	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2623-p2630
426484	P -6 m 2	Rh6 Sm Ge4	LiCo6P4	New Rhodium-rich Germanides RE Rh6 Ge4 (RE = Y, La, Pr, Nd, Sm-Lu)	Vosswinkel, Daniel;  Niehaus, Oliver;  Poettgen, Rainer	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2623-p2630
426485	P -6 m 2	Gd Rh6 Ge4	LiCo6P4	New Rhodium-rich Germanides RE Rh6 Ge4 (RE = Y, La, Pr, Nd, Sm-Lu)	Vosswinkel, Daniel;  Niehaus, Oliver;  Poettgen, Rainer	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2623-p2630
426486	P -6 m 2	Ho Rh6 Ge4		New Rhodium-rich Germanides RE Rh6 Ge4 (RE = Y, La, Pr, Nd, Sm-Lu)	Vosswinkel, Daniel;  Niehaus, Oliver;  Poettgen, Rainer	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2013) 639, (14) p2623-p2630
426466	P 63/m m c	Pr Zn Sn	YPtAs	From RE Zn Sn to RE Zn Sn H1.5 (RE = Pr, Nd) - inducing ferromagnetism through hydrogenation	Bastian Reker;  Bernard Chevalier;  Oliver Niehaus;  Ute Ch. Rodewald;  Rainer Poettgen	Zeitschrift fuer Naturforschung, B: Chemical Sciences (2013) 68, (11) p1191-p1197
426467	P 63/m m c	Nd Zn Sn	YPtAs	From RE Zn Sn to RE Zn Sn H1.5 (RE = Pr, Nd) - inducing ferromagnetism through hydrogenation	Bastian Reker;  Bernard Chevalier;  Oliver Niehaus;  Ute Ch. Rodewald;  Rainer Poettgen	Zeitschrift fuer Naturforschung, B: Chemical Sciences (2013) 68, (11) p1191-p1197
250524	F m m m	Au Eu2 Si3		Crystal structure and physical properties of indium flux grown RE2 Au Si3 (RE = Eu, Yb)	Sarkar, Sumanta;  Gutmann, Matthias J.;  Peter, Sebastian C.	CrystEngComm (2013) 15, (39) p8006-p8013
250525	F d d d Z	Au0.98 Yb2 Si3.02	Ba4Li2Si6	Crystal structure and physical properties of indium flux grown RE2 Au Si3 (RE = Eu, Yb)	Sarkar, Sumanta;  Gutmann, Matthias J.;  Peter, Sebastian C.	CrystEngComm (2013) 15, (39) p8006-p8013
426891	F d d d Z	Rh3 Bi12 Cl2	Bi12Rh3Br2	The topochemical pseudomorphosis of a chloride into a bismuthide	Kaiser, Martin;  Rasche, Bertold;  Ruck, Michael	Angewandte Chemie. International Edition (2014) 53, (12) p3254-p3258
426132	I m m m	Cu4 Yb3 Ge4	Cu4Zr3Si4	Crystal structure of Yb2 Cu Ge6 and Yb3 Cu4 Ge4 and the valency of ytterbium	Peter, Sebastian C.;  Subbarao, Udumula;  Sarkar, Sumanta;  Vaitheeswaran, G.;  Svane, Axel;  Kanatzidis, Mercouri G.	Journal of Alloys and Compounds (2014) 589,  p405-p411
426133	C 1 2/m 1	Cu Yb2 Ge6	Ce2AlGe2(Ge,Al)4	Crystal structure of Yb2 Cu Ge6 and Yb3 Cu4 Ge4 and the valency of ytterbium	Peter, Sebastian C.;  Subbarao, Udumula;  Sarkar, Sumanta;  Vaitheeswaran, G.;  Svane, Axel;  Kanatzidis, Mercouri G.	Journal of Alloys and Compounds (2014) 589,  p405-p411
247949	F m -3 m	Mn2 Ru Sn	Heusler-AlCu2Mn	New Mn2-based Heusler compounds	Kreiner, Guido;  Kalache, Adel;  Hausdorf, Steffen;  Alijani, Vajiheh;  Qian, Jin-Feng;  Shan, Guangcun;  Burkhardt, Ulrich;  Ouardi, Siham;  Felser, Claudia	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2014) 640, (5) p738-p752
247950	F m -3 m	Mn2 Ru Ge	Heusler-AlCu2Mn	New Mn2-based Heusler compounds	Kreiner, Guido;  Kalache, Adel;  Hausdorf, Steffen;  Alijani, Vajiheh;  Qian, Jin-Feng;  Shan, Guangcun;  Burkhardt, Ulrich;  Ouardi, Siham;  Felser, Claudia	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2014) 640, (5) p738-p752
427108	I 4/m m m	Ba3 Ge16 Ir4		Preparation, crystal structure and physical properties of the superconducting cage compound Ba3 Ge16 Ir4	Duong Nguyen, Hong;  Prots, Yurii;  Schnelle, Walter;  Boehme, Bodo;  Baitinger, Michael;  Paschen, Silke;  Grin, Yuri	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2014) 640, (5) p760-p767
236580	P 42/m n m	Tm Fe4 Ge2	Fe4Si2Zr	Double symmetry breaking in Tm Fe4 Ge2 compared to R Fe4 Ge2 (R =Y, Lu, Er, Ho, Dy) magnetic behaviour	Schobinger-Papamantellos, P.;  Buschow, K.H.J.;  Rodriguez-Carvajal, J.	Journal of Magnetism and Magnetic Materials (2014) 355,  p104-p120
236581	P 42/m n m	Tm Fe4 Ge2	Fe4Si2Zr	Double symmetry breaking in Tm Fe4 Ge2 compared to R Fe4 Ge2 (R =Y, Lu, Er, Ho, Dy) magnetic behaviour	Schobinger-Papamantellos, P.;  Buschow, K.H.J.;  Rodriguez-Carvajal, J.	Journal of Magnetism and Magnetic Materials (2014) 355,  p104-p120
236582	P n n m	Tm Fe4 Ge2	Fe4LuGe2	Double symmetry breaking in Tm Fe4 Ge2 compared to R Fe4 Ge2 (R =Y, Lu, Er, Ho, Dy) magnetic behaviour	Schobinger-Papamantellos, P.;  Buschow, K.H.J.;  Rodriguez-Carvajal, J.	Journal of Magnetism and Magnetic Materials (2014) 355,  p104-p120
236583	P n n m	Tm Fe4 Ge2	Fe4LuGe2	Double symmetry breaking in Tm Fe4 Ge2 compared to R Fe4 Ge2 (R =Y, Lu, Er, Ho, Dy) magnetic behaviour	Schobinger-Papamantellos, P.;  Buschow, K.H.J.;  Rodriguez-Carvajal, J.	Journal of Magnetism and Magnetic Materials (2014) 355,  p104-p120
236584	P n n m	Tm Fe4 Ge2	Fe4LuGe2	Double symmetry breaking in Tm Fe4 Ge2 compared to R Fe4 Ge2 (R =Y, Lu, Er, Ho, Dy) magnetic behaviour	Schobinger-Papamantellos, P.;  Buschow, K.H.J.;  Rodriguez-Carvajal, J.	Journal of Magnetism and Magnetic Materials (2014) 355,  p104-p120
